DTM,PRC
20250516 135135,11590
20250516 135141,11595
20250516 135150,11600
20250516 135201,11595
20250516 135219,11590
20250516 135243,11595
20250516 135303,11590
20250516 135329,11585
20250516 135337,11590
20250516 135348,11585
20250516 135402,11580
20250516 135412,11585
20250516 135436,11580
20250516 135438,11585
20250516 135455,11580
20250516 135458,11585
20250516 135515,11590
20250516 135525,11585
20250516 135534,11590
20250516 135548,11580
20250516 135555,11585
20250516 135600,11590
20250516 135603,11585
20250516 135605,11590
20250516 135607,11585
20250516 135703,11580
20250516 135705,11585
20250516 135712,11580
20250516 135725,11585
20250516 135729,11580
20250516 135801,11585
20250516 135805,11580
20250516 135826,11585
20250516 135833,11580
20250516 135835,11585
20250516 135846,11580
20250516 135854,11585
20250516 135905,11580
20250516 135907,11585
20250516 135914,11580
20250516 135918,11585
20250516 135921,11580
20250516 135937,11585
20250516 135938,11580
20250516 140001,11585
20250516 140005,11580
20250516 140013,11585
20250516 140033,11590
20250516 140046,11585
20250516 140048,11590
20250516 140058,11595
20250516 140117,11600
20250516 140135,11595
20250516 140149,11590
20250516 140152,11595
20250516 140206,11590
20250516 140210,11595
20250516 140305,11590
20250516 140307,11600
20250516 140311,11595
20250516 140318,11600
20250516 140341,11595
20250516 140345,11600
20250516 140346,11595
20250516 140400,11590
20250516 140401,11595
20250516 140406,11590
20250516 140411,11595
20250516 140424,11590
20250516 140437,11585
20250516 140442,11590
20250516 140455,11585
20250516 140535,11590
20250516 140552,11585
20250516 140607,11580
20250516 140609,11585
20250516 140706,11580
20250516 140707,11585
20250516 140719,11580
20250516 140745,11585
20250516 140752,11580
20250516 140922,11585
20250516 140951,11575
20250516 141048,11580
20250516 141055,11575
20250516 141100,11580
20250516 141110,11575
20250516 141147,11580
20250516 141205,11575
20250516 141219,11572
20250516 141224,11575
20250516 141243,11580
20250516 141246,11575
20250516 141259,11580
20250516 141301,11575
20250516 141325,11580
20250516 141503,11575
20250516 141505,11580
20250516 141514,11575
20250516 141518,11580
20250516 141531,11585
20250516 141603,11580
20250516 141608,11585
20250516 141610,11580
20250516 141614,11585
20250516 141628,11580
20250516 141630,11585
20250516 141632,11590
20250516 141651,11595
20250516 141657,11590
20250516 141703,11585
20250516 141705,11590
20250516 141716,11595
20250516 141740,11590
20250516 141742,11595
20250516 141902,11590
20250516 141913,11595
20250516 141935,11600
20250516 141942,11595
20250516 141952,11590
20250516 141956,11595
20250516 142003,11590
20250516 142018,11595
20250516 142023,11600
20250516 142042,11595
20250516 142046,11590
20250516 142057,11595
20250516 142058,11590
20250516 142104,11595
20250516 142127,11600
20250516 142128,11595
20250516 142130,11600
20250516 142132,11595
20250516 142204,11590
20250516 142208,11595
20250516 142211,11592
20250516 142218,11595
20250516 142304,11590
20250516 142313,11595
20250516 142320,11590
20250516 142325,11595
20250516 142404,11590
20250516 142410,11595
20250516 142416,11590
20250516 142418,11595
20250516 142503,11590
20250516 142505,11600
20250516 142515,11595
20250516 142527,11600
20250516 142552,11595
20250516 142557,11600
20250516 142604,11595
20250516 142632,11600
20250516 142644,11595
20250516 142704,11590
20250516 142710,11595
20250516 142714,11600
20250516 142717,11590
20250516 142735,11600
20250516 142741,11595
20250516 142742,11600
20250516 142747,11595
20250516 142804,11590
20250516 142806,11595
20250516 142815,11600
20250516 142819,11595
20250516 142904,11597
20250516 142905,11600
20250516 142906,11605
20250516 142919,11595
20250516 142925,11600
20250516 142930,11595
20250516 142931,11600
20250516 142934,11595
20250516 142944,11600
20250516 142958,11595
20250516 143013,11592
20250516 143015,11595
20250516 143020,11600
20250516 143029,11595
20250516 143031,11600
20250516 143035,11595
20250516 143036,11600
20250516 143041,11595
20250516 143043,11600
20250516 143048,11595
20250516 143050,11600
20250516 143054,11595
20250516 143056,11600
20250516 143059,11605
20250516 143101,11600
20250516 143107,11605
20250516 143112,11600
20250516 143113,11605
20250516 143119,11600
20250516 143121,11605
20250516 143123,11600
20250516 143124,11605
20250516 143126,11610
20250516 143131,11605
20250516 143137,11600
20250516 143139,11610
20250516 143151,11600
20250516 143153,11605
20250516 143156,11600
20250516 143158,11605
20250516 143202,11600
20250516 143209,11605
20250516 143215,11600
20250516 143217,11605
20250516 143227,11600
20250516 143229,11605
20250516 143233,11600
20250516 143255,11605
20250516 143258,11600
20250516 143313,11605
20250516 143321,11610
20250516 143323,11605
20250516 143336,11610
20250516 143339,11605
20250516 143345,11610
20250516 143402,11615
20250516 143503,11620
20250516 143521,11615
20250516 143522,11620
20250516 143523,11615
20250516 143623,11610
20250516 143625,11615
20250516 143635,11610
20250516 143652,11605
20250516 143656,11610
20250516 143657,11605
20250516 143659,11610
20250516 143703,11605
20250516 143709,11610
20250516 143737,11605
20250516 143805,11610
20250516 143809,11605
20250516 143811,11610
20250516 143827,11605
20250516 143836,11610
20250516 143845,11605
20250516 143848,11610
20250516 143858,11605
20250516 143907,11610
20250516 143925,11605
20250516 143930,11610
20250516 143941,11615
20250516 144032,11610
20250516 144049,11615
20250516 144053,11610
20250516 144100,11615
20250516 144102,11610
20250516 144115,11615
20250516 144140,11610
20250516 144149,11615
20250516 144200,11610
20250516 144206,11612
20250516 144209,11610
20250516 144220,11615
20250516 144240,11610
20250516 144243,11615
20250516 144312,11610
20250516 144314,11615
20250516 144410,11610
20250516 144418,11615
20250516 144451,11610
20250516 144458,11615
20250516 144506,11620
20250516 144539,11617
20250516 144543,11615
20250516 144552,11620
20250516 144603,11615
20250516 144605,11620
20250516 144624,11615
20250516 144626,11620
20250516 144634,11615
20250516 144655,11610
20250516 144656,11615
20250516 144711,11610
20250516 144723,11615
20250516 144727,11610
20250516 144728,11615
20250516 144834,11610
20250516 144946,11615
20250516 144951,11610
20250516 144953,11615
20250516 145113,11620
20250516 145123,11615
20250516 145128,11620
20250516 145129,11615
20250516 145131,11620
20250516 145135,11615
20250516 145138,11620
20250516 145207,11625
20250516 145225,11620
20250516 145227,11625
20250516 145232,11630
20250516 145240,11625
20250516 145322,11630
20250516 145346,11625
20250516 145357,11630
20250516 145421,11625
20250516 145426,11630
20250516 145455,11625
20250516 145457,11630
20250516 145510,11625
20250516 145512,11630
20250516 145513,11625
20250516 145515,11630
20250516 145525,11625
20250516 145531,11630
20250516 145549,11625
20250516 145551,11630
20250516 145552,11625
20250516 145652,11622
20250516 145654,11625
20250516 145658,11620
20250516 145725,11625
20250516 145747,11620
20250516 145750,11625
20250516 145752,11620
20250516 145758,11625
20250516 145800,11620
20250516 145824,11615
20250516 145825,11620
20250516 145858,11615
20250516 145901,11620
20250516 145926,11615
20250516 145931,11620
20250516 145933,11615
20250516 145938,11620
20250516 150006,11625
20250516 150031,11630
20250516 150033,11625
20250516 150037,11630
20250516 150054,11625
20250516 150057,11630
20250516 150059,11627
20250516 150100,11630
20250516 150114,11625
20250516 150116,11630
20250516 150118,11625
20250516 150127,11630
20250516 150132,11625
20250516 150135,11630
20250516 150141,11625
20250516 150142,11630
20250516 150303,11625
20250516 150306,11630
20250516 150345,11635
20250516 150354,11630
20250516 150405,11635
20250516 150417,11630
20250516 150418,11635
20250516 150435,11630
20250516 150445,11635
20250516 150458,11630
20250516 150508,11625
20250516 150509,11630
20250516 150517,11625
20250516 150521,11630
20250516 150531,11625
20250516 150535,11630
20250516 150634,11635
20250516 150642,11630
20250516 150645,11625
20250516 150647,11635
20250516 150648,11625
20250516 150703,11630
20250516 150705,11635
20250516 150717,11632
20250516 150731,11635
20250516 150733,11640
20250516 150741,11635
20250516 150802,11640
20250516 150807,11635
20250516 150811,11642
20250516 150818,11640
20250516 150828,11635
20250516 150850,11640
20250516 150919,11645
20250516 150929,11640
20250516 150954,11635
20250516 150956,11640
20250516 151020,11637
20250516 151022,11640
20250516 151057,11635
20250516 151107,11637
20250516 151118,11640
20250516 151243,11635
20250516 151245,11640
20250516 151315,11645
20250516 151324,11640
20250516 151344,11645
20250516 151345,11640
20250516 151347,11645
20250516 151351,11640
20250516 151414,11645
20250516 151416,11640
20250516 151424,11645
20250516 151427,11640
20250516 151445,11635
20250516 151448,11640
20250516 151500,11635
