DTM,PRC
20250422 093343,11690
20250422 093345,11695
20250422 093350,11700
20250422 093358,11705
20250422 093406,11700
20250422 093410,11695
20250422 093413,11700
20250422 093417,11705
20250422 093422,11700
20250422 093428,11705
20250422 093429,11700
20250422 093431,11705
20250422 093433,11710
20250422 093447,11705
20250422 093456,11710
20250422 093503,11715
20250422 093504,11710
20250422 093505,11715
20250422 093506,11720
20250422 093508,11715
20250422 093509,11720
20250422 093511,11715
20250422 093524,11720
20250422 093528,11715
20250422 093537,11710
20250422 093538,11715
20250422 093542,11710
20250422 093544,11715
20250422 093549,11710
20250422 093554,11715
20250422 093604,11710
20250422 093633,11705
20250422 093634,11710
20250422 093651,11705
20250422 093653,11700
20250422 093654,11705
20250422 093659,11700
20250422 093700,11705
20250422 093702,11710
20250422 093706,11700
20250422 093711,11705
20250422 093713,11700
20250422 093714,11705
20250422 093719,11700
20250422 093727,11705
20250422 093731,11700
20250422 093737,11695
20250422 093738,11700
20250422 093741,11690
20250422 093748,11695
20250422 093749,11690
20250422 093751,11695
20250422 093810,11700
20250422 093824,11695
20250422 093854,11690
20250422 093944,11685
20250422 094005,11680
20250422 094011,11685
20250422 094012,11682
20250422 094014,11680
20250422 094020,11675
20250422 094027,11680
20250422 094047,11685
20250422 094050,11680
20250422 094054,11685
20250422 094124,11690
20250422 094125,11685
20250422 094135,11680
20250422 094136,11685
20250422 094143,11680
20250422 094200,11685
20250422 094219,11690
20250422 094222,11695
20250422 094238,11700
20250422 094239,11705
20250422 094244,11700
20250422 094252,11705
20250422 094302,11710
20250422 094303,11705
20250422 094310,11710
20250422 094322,11705
20250422 094329,11710
20250422 094340,11715
20250422 094345,11710
20250422 094347,11715
20250422 094353,11710
20250422 094354,11715
20250422 094359,11720
20250422 094406,11715
20250422 094418,11720
20250422 094425,11715
20250422 094430,11720
20250422 094515,11715
20250422 094520,11720
20250422 094531,11715
20250422 094533,11720
20250422 094552,11725
20250422 094554,11720
20250422 094555,11725
20250422 094607,11730
20250422 094615,11725
20250422 094620,11735
20250422 094637,11740
20250422 094638,11735
20250422 094641,11730
20250422 094646,11735
20250422 094705,11740
20250422 094706,11735
20250422 094750,11740
20250422 094819,11745
20250422 094841,11750
20250422 094845,11755
20250422 094847,11750
20250422 094852,11755
20250422 094906,11750
20250422 094913,11755
20250422 094914,11750
20250422 094916,11755
20250422 094921,11752
20250422 094927,11750
20250422 094931,11745
20250422 094935,11750
20250422 094946,11745
20250422 094947,11740
20250422 094948,11735
20250422 094950,11740
20250422 094955,11745
20250422 094957,11740
20250422 095015,11745
20250422 095044,11740
20250422 095054,11745
20250422 095103,11750
20250422 095107,11755
20250422 095114,11750
20250422 095115,11755
20250422 095116,11750
20250422 095120,11755
20250422 095121,11750
20250422 095122,11755
20250422 095131,11750
20250422 095141,11745
20250422 095142,11750
20250422 095143,11745
20250422 095144,11750
20250422 095147,11745
20250422 095155,11740
20250422 095156,11735
20250422 095157,11740
20250422 095158,11735
20250422 095203,11730
20250422 095205,11725
20250422 095207,11720
20250422 095210,11725
20250422 095210,11720
20250422 095212,11725
20250422 095226,11720
20250422 095229,11725
20250422 095235,11720
20250422 095235,11715
20250422 095240,11710
20250422 095241,11715
20250422 095245,11705
20250422 095246,11700
20250422 095248,11705
20250422 095252,11700
20250422 095254,11705
20250422 095313,11700
20250422 095319,11705
20250422 095344,11710
20250422 095350,11705
20250422 095400,11700
20250422 095402,11705
20250422 095408,11710
20250422 095411,11705
20250422 095414,11710
20250422 095415,11705
20250422 095421,11710
20250422 095422,11705
20250422 095433,11710
20250422 095440,11705
20250422 095445,11710
20250422 095504,11715
20250422 095516,11720
20250422 095517,11715
20250422 095523,11720
20250422 095528,11715
20250422 095529,11720
20250422 095535,11715
20250422 095536,11720
20250422 095540,11715
20250422 095541,11720
20250422 095547,11715
20250422 095553,11710
20250422 095557,11705
20250422 095603,11700
20250422 095606,11705
20250422 095613,11700
20250422 095620,11695
20250422 095637,11700
20250422 095643,11695
20250422 095650,11700
20250422 095651,11695
20250422 095656,11700
20250422 095708,11695
20250422 095710,11690
20250422 095718,11685
20250422 095721,11690
20250422 095722,11685
20250422 095727,11690
20250422 095731,11685
20250422 095733,11690
20250422 095823,11695
20250422 095827,11700
20250422 095830,11695
20250422 095831,11700
20250422 095923,11695
20250422 095940,11690
20250422 100058,11695
20250422 100059,11690
20250422 100106,11695
20250422 100138,11700
20250422 100144,11705
20250422 100145,11700
20250422 100158,11705
20250422 100214,11710
20250422 100235,11715
20250422 100253,11710
20250422 100256,11715
20250422 100315,11710
20250422 100330,11705
20250422 100348,11710
20250422 100358,11705
20250422 100401,11700
20250422 100403,11705
20250422 100415,11695
20250422 100427,11690
20250422 100430,11685
20250422 100431,11690
20250422 100434,11695
20250422 100435,11690
20250422 100447,11695
20250422 100450,11690
20250422 100455,11695
20250422 100459,11690
20250422 100502,11695
20250422 100503,11700
20250422 100514,11705
20250422 100521,11710
20250422 100538,11715
20250422 100551,11710
20250422 100612,11715
20250422 100627,11720
20250422 100635,11715
20250422 100636,11720
20250422 100658,11715
20250422 100701,11720
20250422 100706,11725
20250422 100713,11720
20250422 100714,11725
20250422 100716,11720
20250422 100719,11725
20250422 100729,11720
20250422 100752,11715
20250422 100800,11720
20250422 100801,11715
20250422 100805,11710
20250422 100836,11715
20250422 100839,11710
20250422 100840,11715
20250422 100846,11710
20250422 100849,11715
20250422 100905,11710
20250422 100949,11705
20250422 101007,11700
20250422 101015,11695
20250422 101029,11700
20250422 101040,11695
20250422 101051,11700
20250422 101201,11705
20250422 101208,11710
20250422 101213,11705
20250422 101219,11710
20250422 101240,11705
20250422 101251,11710
20250422 101252,11705
20250422 101308,11700
20250422 101327,11705
20250422 101335,11710
20250422 101349,11705
20250422 101419,11700
20250422 101507,11705
20250422 101512,11710
20250422 101532,11705
20250422 101558,11700
20250422 101612,11695
20250422 101624,11700
20250422 101642,11695
20250422 101644,11700
20250422 101655,11695
20250422 101655,11700
20250422 101716,11695
20250422 101723,11700
20250422 101730,11695
20250422 101815,11690
20250422 101900,11695
20250422 101919,11700
20250422 101927,11695
20250422 102009,11700
20250422 102028,11705
20250422 102110,11710
20250422 102147,11705
20250422 102152,11710
20250422 102158,11705
20250422 102202,11710
20250422 102223,11705
20250422 102227,11710
20250422 102320,11705
20250422 102337,11710
20250422 102342,11715
20250422 102405,11720
20250422 102433,11725
20250422 102438,11720
20250422 102513,11725
20250422 102518,11720
20250422 102558,11725
20250422 102612,11720
20250422 102628,11725
20250422 102656,11730
20250422 102713,11735
20250422 102744,11730
20250422 102826,11735
20250422 102832,11730
20250422 102833,11735
20250422 102853,11730
20250422 102857,11735
20250422 102858,11725
20250422 102903,11735
20250422 102905,11725
20250422 102907,11730
20250422 102909,11725
20250422 102910,11720
20250422 102925,11725
20250422 102944,11720
20250422 102957,11725
20250422 103004,11720
20250422 103017,11725
20250422 103018,11720
20250422 103048,11725
20250422 103055,11720
20250422 103122,11715
20250422 103128,11720
20250422 103133,11717
20250422 103137,11715
20250422 103140,11720
20250422 103142,11715
20250422 103223,11720
20250422 103230,11715
20250422 103243,11720
20250422 103314,11715
20250422 103317,11720
20250422 103332,11715
20250422 103353,11720
20250422 103359,11725
20250422 103412,11720
20250422 103444,11725
20250422 103451,11730
20250422 103501,11725
20250422 103602,11720
20250422 103604,11730
20250422 103617,11725
20250422 103654,11730
20250422 103655,11725
20250422 103701,11730
20250422 103702,11725
20250422 103709,11730
20250422 103731,11725
20250422 103745,11730
20250422 103819,11725
20250422 103819,11730
20250422 103902,11735
20250422 103930,11740
20250422 103948,11735
20250422 103951,11730
20250422 104011,11725
20250422 104014,11730
20250422 104046,11725
20250422 104104,11720
20250422 104212,11725
20250422 104241,11720
20250422 104245,11715
20250422 104306,11720
20250422 104340,11725
20250422 104419,11730
20250422 104430,11725
20250422 104458,11730
20250422 104544,11735
20250422 104630,11730
20250422 104713,11735
20250422 104726,11730
20250422 104820,11725
20250422 104828,11730
20250422 104833,11725
20250422 104851,11722
20250422 104854,11720
20250422 104857,11725
20250422 104859,11720
20250422 104909,11725
20250422 105021,11720
20250422 105024,11725
20250422 105026,11720
20250422 105110,11715
20250422 105119,11720
20250422 105209,11725
20250422 105213,11730
20250422 105301,11725
20250422 105306,11730
20250422 105327,11735
20250422 105331,11740
20250422 105332,11735
20250422 105335,11740
20250422 105346,11735
20250422 105352,11730
20250422 105359,11725
20250422 105436,11720
20250422 105457,11710
20250422 105507,11715
20250422 105509,11710
20250422 105515,11715
20250422 105609,11720
20250422 105625,11725
20250422 105649,11715
20250422 105651,11725
20250422 105729,11715
20250422 105812,11710
20250422 105817,11705
20250422 105900,11710
20250422 105919,11705
20250422 105920,11710
20250422 105938,11705
20250422 105951,11710
20250422 110011,11705
20250422 110030,11700
20250422 110043,11705
20250422 110044,11710
20250422 110045,11705
20250422 110056,11710
20250422 110058,11715
20250422 110142,11710
20250422 110143,11715
20250422 110148,11710
20250422 110158,11705
20250422 110201,11710
20250422 110202,11705
20250422 110209,11710
20250422 110217,11715
20250422 110228,11710
20250422 110259,11715
20250422 110339,11710
20250422 110412,11705
20250422 110430,11700
20250422 110440,11705
20250422 110504,11710
20250422 110507,11705
20250422 110521,11710
20250422 110553,11715
20250422 110556,11710
20250422 110607,11715
20250422 110617,11705
20250422 110626,11700
20250422 110633,11705
20250422 110650,11710
20250422 110700,11715
20250422 110739,11710
20250422 110747,11715
20250422 110800,11720
20250422 110808,11715
20250422 110837,11720
20250422 110857,11725
20250422 110915,11730
20250422 110928,11725
20250422 111011,11720
20250422 111026,11725
20250422 111057,11720
20250422 111103,11725
20250422 111111,11730
20250422 111115,11725
20250422 111129,11720
20250422 111209,11725
20250422 111222,11720
20250422 111224,11725
20250422 111235,11730
20250422 111252,11720
20250422 111305,11730
20250422 111306,11720
20250422 111307,11730
20250422 111308,11725
20250422 111309,11720
20250422 111324,11725
20250422 111352,11730
20250422 111409,11725
20250422 111532,11730
20250422 111535,11725
20250422 111556,11730
20250422 111637,11725
20250422 111639,11730
20250422 111726,11725
20250422 111737,11720
20250422 111759,11725
20250422 111812,11730
20250422 111818,11720
20250422 111819,11725
20250422 111830,11720
20250422 111840,11725
20250422 111936,11720
20250422 111944,11725
20250422 111951,11720
20250422 112004,11725
20250422 112015,11720
20250422 112016,11725
20250422 112040,11720
20250422 112124,11715
20250422 112212,11720
20250422 112216,11715
20250422 112229,11720
20250422 112239,11710
20250422 112243,11715
20250422 112325,11720
20250422 112336,11725
20250422 112341,11720
20250422 112343,11725
20250422 112358,11720
20250422 112409,11725
20250422 112412,11720
20250422 112424,11725
20250422 112431,11720
20250422 112506,11715
20250422 112514,11720
20250422 112533,11715
20250422 112604,11720
20250422 112607,11715
20250422 112618,11710
20250422 112744,11705
20250422 112804,11710
20250422 112816,11705
20250422 112848,11700
20250422 113053,11705
20250422 113059,11710
20250422 113102,11705
20250422 113112,11710
20250422 113117,11705
20250422 113205,11710
20250422 113209,11700
20250422 113215,11705
20250422 113317,11700
20250422 113335,11695
20250422 113347,11700
20250422 113401,11695
20250422 113421,11700
20250422 113425,11692
20250422 113441,11695
20250422 113445,11690
20250422 113456,11692
20250422 113457,11690
20250422 113459,11687
20250422 113531,11685
20250422 113541,11687
20250422 113551,11685
20250422 113603,11690
20250422 113611,11695
20250422 113624,11690
20250422 113643,11695
20250422 113710,11692
20250422 113715,11690
20250422 113729,11695
20250422 113737,11690
20250422 113741,11695
20250422 113838,11700
20250422 113914,11695
20250422 113917,11700
20250422 113918,11695
20250422 113925,11690
20250422 113930,11685
20250422 114009,11690
20250422 114024,11685
20250422 114037,11690
20250422 114127,11695
20250422 114144,11700
20250422 114203,11695
20250422 114243,11700
20250422 114244,11695
20250422 114310,11700
20250422 114330,11695
20250422 114344,11700
20250422 114358,11695
20250422 114410,11700
20250422 114428,11695
20250422 114436,11700
20250422 114453,11695
20250422 114615,11700
20250422 114642,11695
20250422 114643,11700
20250422 114707,11695
20250422 114711,11690
20250422 114727,11695
20250422 114743,11690
20250422 114755,11695
20250422 114826,11700
20250422 114856,11695
20250422 115041,11700
20250422 115127,11705
20250422 115129,11700
20250422 115146,11695
20250422 115149,11700
20250422 115206,11695
20250422 115212,11705
20250422 115300,11700
20250422 115309,11705
20250422 115320,11700
20250422 115322,11695
20250422 115434,11690
20250422 115515,11695
20250422 115618,11700
20250422 115643,11695
20250422 115738,11700
20250422 115753,11695
20250422 115757,11700
20250422 115849,11695
20250422 115909,11700
20250422 115927,11705
20250422 115952,11700
20250422 115959,11705
20250422 120008,11700
20250422 120009,11705
20250422 120013,11700
20250422 120021,11705
20250422 120120,11700
20250422 120129,11705
20250422 120148,11700
20250422 120151,11695
20250422 120200,11700
20250422 120205,11695
20250422 120222,11690
20250422 120234,11695
20250422 120303,11700
20250422 120349,11705
20250422 120355,11700
20250422 120436,11695
20250422 120440,11700
20250422 120441,11695
20250422 120443,11700
20250422 120450,11705
20250422 120542,11710
20250422 120558,11705
20250422 120609,11710
20250422 120650,11705
20250422 120701,11710
20250422 120711,11705
20250422 120722,11710
20250422 120756,11705
20250422 120806,11710
20250422 120820,11705
20250422 120839,11710
20250422 120850,11715
20250422 120900,11720
20250422 120904,11715
20250422 120931,11710
20250422 120932,11715
20250422 120946,11720
20250422 120947,11715
20250422 120951,11710
20250422 120954,11705
20250422 121004,11710
20250422 121016,11715
20250422 121020,11705
20250422 121023,11710
20250422 121119,11705
20250422 121121,11710
20250422 121133,11705
20250422 121147,11700
20250422 121158,11705
20250422 121310,11700
20250422 121314,11705
20250422 121328,11700
20250422 121340,11705
20250422 121342,11700
20250422 121357,11705
20250422 121409,11695
20250422 121543,11690
20250422 121550,11685
20250422 121556,11690
20250422 121621,11685
20250422 121622,11690
20250422 121643,11695
20250422 121643,11700
20250422 121726,11695
20250422 121737,11700
20250422 121738,11690
20250422 121741,11695
20250422 121807,11700
20250422 121849,11695
20250422 121850,11700
20250422 121901,11705
20250422 121940,11700
20250422 121956,11705
20250422 122016,11700
20250422 122019,11705
20250422 122042,11710
20250422 122053,11705
20250422 122123,11710
20250422 122124,11705
20250422 122125,11710
20250422 122131,11705
20250422 122139,11700
20250422 122213,11705
20250422 122218,11710
20250422 122223,11705
20250422 122227,11710
20250422 122232,11705
20250422 122317,11710
20250422 122324,11705
20250422 122356,11707
20250422 122431,11710
20250422 122435,11705
20250422 122524,11710
20250422 122658,11705
20250422 122704,11710
20250422 122714,11715
20250422 122718,11705
20250422 122721,11710
20250422 122747,11715
20250422 122945,11720
20250422 122951,11715
20250422 122957,11720
20250422 123008,11715
20250422 123018,11710
20250422 123021,11715
20250422 123111,11710
20250422 123121,11715
20250422 123140,11720
20250422 123143,11715
20250422 123148,11720
20250422 123153,11715
20250422 123155,11720
20250422 123209,11715
20250422 123210,11720
20250422 123216,11715
20250422 123225,11720
20250422 123242,11715
20250422 123302,11720
20250422 123306,11715
20250422 123341,11717
20250422 123354,11720
20250422 123433,11725
20250422 123513,11720
20250422 123527,11725
20250422 123541,11720
20250422 123542,11725
20250422 123557,11730
20250422 123703,11735
20250422 123714,11740
20250422 123749,11735
20250422 123801,11730
20250422 123837,11735
20250422 123908,11730
20250422 123912,11735
20250422 123943,11730
20250422 124000,11725
20250422 124008,11730
20250422 124024,11725
20250422 124049,11720
20250422 124050,11730
20250422 124105,11725
20250422 124118,11720
20250422 124229,11725
20250422 124238,11720
20250422 124256,11725
20250422 124344,11730
20250422 124356,11725
20250422 124403,11730
20250422 124416,11725
20250422 124512,11730
20250422 124540,11725
20250422 124633,11720
20250422 124652,11715
20250422 124655,11720
20250422 124706,11715
20250422 124730,11720
20250422 124856,11715
20250422 124930,11720
20250422 124956,11715
20250422 125130,11710
20250422 125141,11715
20250422 125148,11710
20250422 125159,11715
20250422 125207,11710
20250422 125245,11705
20250422 125313,11710
20250422 125349,11705
20250422 125350,11710
20250422 125406,11715
20250422 125528,11720
20250422 125535,11715
20250422 125552,11720
20250422 125603,11715
20250422 125704,11710
20250422 125721,11715
20250422 125817,11710
20250422 125853,11705
20250422 125900,11715
20250422 125916,11705
20250422 125956,11710
20250422 130046,11715
20250422 130053,11710
20250422 130108,11715
20250422 130115,11710
20250422 130139,11715
20250422 130246,11710
20250422 130259,11715
20250422 130313,11710
20250422 130316,11715
20250422 130404,11710
20250422 130408,11715
20250422 130511,11710
20250422 130515,11715
20250422 130517,11720
20250422 130546,11715
20250422 130556,11720
20250422 130601,11710
20250422 130609,11720
20250422 130714,11725
20250422 130756,11720
20250422 130830,11715
20250422 130920,11720
20250422 130929,11715
20250422 131012,11720
20250422 131058,11715
20250422 131059,11720
20250422 131130,11715
20250422 131133,11720
20250422 131143,11715
20250422 131144,11720
20250422 131150,11715
20250422 131159,11720
20250422 131205,11715
20250422 131357,11710
20250422 131404,11715
20250422 131441,11720
20250422 131517,11715
20250422 131518,11710
20250422 131523,11705
20250422 131540,11700
20250422 131545,11705
20250422 131610,11710
20250422 131611,11705
20250422 131616,11710
20250422 131621,11705
20250422 131649,11700
20250422 131655,11705
20250422 131700,11710
20250422 131715,11700
20250422 131716,11710
20250422 131812,11700
20250422 131823,11705
20250422 131825,11700
20250422 131956,11705
20250422 132025,11700
20250422 132045,11705
20250422 132100,11700
20250422 132144,11705
20250422 132211,11710
20250422 132212,11705
20250422 132217,11710
20250422 132257,11715
20250422 132318,11710
20250422 132344,11715
20250422 132349,11710
20250422 132403,11715
20250422 132407,11710
20250422 132435,11715
20250422 132544,11710
20250422 132557,11715
20250422 132711,11720
20250422 132720,11715
20250422 132730,11720
20250422 132736,11715
20250422 132741,11720
20250422 132751,11715
20250422 132758,11720
20250422 132815,11725
20250422 132847,11730
20250422 132853,11720
20250422 132858,11725
20250422 132859,11720
20250422 132905,11725
20250422 132911,11720
20250422 132929,11715
20250422 132948,11720
20250422 133000,11715
20250422 133020,11720
